AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLOGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION;FECHA_AÑO;FECHA_MES;FECHA_DIA;FECHA_HORA;FECHA_DIASEMANA
AU PERITO MORENO;ASCENDENTE;1600.0;BUENO;SECA;2;0;COLISION CON OBSTACULO FIJO;0;2;0;0;2022;9;7;18;Miércoles
AU PERITO MORENO;DESCENDENTE;5700.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2022;9;7;22;Miércoles
AU DELLEPIANE;DESCENDENTE;0.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;8;1;Jueves
AU PERITO MORENO;ASCENDENTE;2200.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;8;1;Jueves
AV. LUGONES;DESCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;8;13;Jueves
AU 25 DE MAYO;ASCENDENTE;3500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;9;9;Viernes
AV. CANTILO;ASCENDENTE;10000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;9;18;Viernes
AU ILLIA;DESCENDENTE;1400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;9;10;5;Sábado
TRANSICION RAMAL 3;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2022;9;10;14;Sábado
AU 25 DE MAYO;ASCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;11;7;Domingo
AU CAMPORA;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;12;3;Lunes
AU DELLEPIANE;ASCENDENTE;400.0;BUENO;SECA;14;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;1;2022;9;12;7;Lunes
AV. LUGONES;DESCENDENTE;4200.0;BUENO;SECA;1;0;OTRO;1;0;0;0;2022;9;12;19;Lunes
AU PERITO MORENO;DESCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1;2022;9;13;8;Martes
AU DELLEPIANE;DESCENDENTE;1600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;13;16;Martes
AV. LUGONES;DESCENDENTE;4300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;1;2022;9;13;17;Martes
AU 25 DE MAYO;DESCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;13;18;Martes
AU 25 DE MAYO;ASCENDENTE;2900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;14;8;Miércoles
AU ILLIA;ASCENDENTE;500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2022;9;14;10;Miércoles
AV. LUGONES;DESCENDENTE;10300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;14;11;Miércoles
AU DELLEPIANE;ASCENDENTE;1000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;9;14;12;Miércoles
AU DELLEPIANE;DESCENDENTE;2400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;14;15;Miércoles
AU 25 DE MAYO;DESCENDENTE;1900.0;BUENO;SECA;2;0;OBSTACULO NO FIJO;3;1;0;0;2022;9;14;17;Miércoles
AU ILLIA;ASCENDENTE;6400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;14;19;Miércoles
AU ILLIA;ASCENDENTE;2900.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2022;9;14;22;Miércoles
AU 25 DE MAYO;DESCENDENTE;4700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;15;5;Jueves
AU PERITO MORENO;ASCENDENTE;5000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2022;9;15;8;Jueves
AU DELLEPIANE;ASCENDENTE;3400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;9;15;9;Jueves
AU DELLEPIANE;ASCENDENTE;4600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;15;15;Jueves
AV. CANTILO;ASCENDENTE;8600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;15;16;Jueves
AU 25 DE MAYO;ASCENDENTE;7900.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;9;16;1;Viernes
AU 25 DE MAYO;DESCENDENTE;9200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;2;2022;9;16;14;Viernes
AV. CANTILO;ASCENDENTE;8000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;17;8;Sábado
AU DELLEPIANE;DESCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;9;17;10;Sábado
AU DELLEPIANE;ASCENDENTE;3600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;17;11;Sábado
AU DELLEPIANE;DESCENDENTE;3200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;17;13;Sábado
AU PERITO MORENO;ASCENDENTE;2800.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;0;2;0;0;2022;9;18;12;Domingo
AU ILLIA;DESCENDENTE;2400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;18;12;Domingo
AU PERITO MORENO;ASCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;18;14;Domingo
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;9;18;19;Domingo
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;19;6;Lunes
AU PERITO MORENO;DESCENDENTE;200.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;19;7;Lunes
PASEO DEL BAJO;DIST. SUR - RAMAL 2;800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2022;9;19;8;Lunes
AU FRONDIZI;DESCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;1;2022;9;19;14;Lunes
TRANSICION RAMAL 3;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;19;17;Lunes
AU FRONDIZI;DESCENDENTE;3400.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2022;9;20;0;Martes
AU 25 DE MAYO;ASCENDENTE;8300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;20;6;Martes
AU DELLEPIANE;ASCENDENTE;2500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;20;7;Martes
AV. CANTILO;ASCENDENTE;10100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;20;7;Martes
AU ILLIA;DESCENDENTE;500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;20;9;Martes
AU PERITO MORENO;DESCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;20;10;Martes
AV. LUGONES;DESCENDENTE;10400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;21;6;Miércoles
AU DELLEPIANE;ASCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;9;22;11;Jueves
AU CAMPORA;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;22;13;Jueves
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;22;13;Jueves
DIST. 9 DE JULIO;RAMAL 2 BIS;4254.418498168498;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2022;9;22;17;Jueves
AU ILLIA;ASCENDENTE;5900.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;22;19;Jueves
AU PERITO MORENO;DESCENDENTE;2100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;9;22;20;Jueves
AU FRONDIZI;DESCENDENTE;2400.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0;2022;9;23;0;Viernes
AU DELLEPIANE;ASCENDENTE;900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;23;10;Viernes
AU 25 DE MAYO;ASCENDENTE;8100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2022;9;23;16;Viernes
AU DELLEPIANE;DESCENDENTE;2500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;23;18;Viernes
AU DELLEPIANE;DESCENDENTE;2700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;9;23;20;Viernes
AU ILLIA;ASCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;24;5;Sábado
AU 25 DE MAYO;DESCENDENTE;7000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;24;12;Sábado
AV. CANTILO;ASCENDENTE;8400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;9;24;21;Sábado
AV. LUGONES;DESCENDENTE;9500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0;2022;9;26;7;Lunes
AU 25 DE MAYO;ASCENDENTE;8700.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;9;27;1;Martes
AU 25 DE MAYO;DESCENDENTE;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;27;9;Martes
DIST. DELLEPIANE;RAMAL 11;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;27;9;Martes
PASEO DEL BAJO;DESCENDENTE;3200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2022;9;27;10;Martes
AU CAMPORA;DESCENDENTE;1000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;27;16;Martes
AU 25 DE MAYO;DESCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;27;20;Martes
AU PERITO MORENO;ASCENDENTE;0.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;28;7;Miércoles
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;9;28;10;Miércoles
AU PERITO MORENO;ASCENDENTE;2300.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;9;28;13;Miércoles
AU FRONDIZI;ASCENDENTE;2300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;1;0;2022;9;28;18;Miércoles
AU DELLEPIANE;DESCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;9;29;19;Jueves
AU PERITO MORENO;ASCENDENTE;3100.0;BUENO;SECA;2;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;9;30;6;Viernes
AU PERITO MORENO;ASCENDENTE;1300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;3;0;1;2022;9;30;11;Viernes
AU 25 DE MAYO;ASCENDENTE;8200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;9;30;11;Viernes
AU DELLEPIANE;ASCENDENTE;1900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;9;30;14;Viernes
AU 25 DE MAYO;DESCENDENTE;3400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;9;30;19;Viernes
AV. CANTILO;ASCENDENTE;9000.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;9;30;21;Viernes
AU 25 DE MAYO;DESCENDENTE;1700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;1;15;Sábado
AU CAMPORA;DESCENDENTE;3500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2022;10;1;19;Sábado
AU PERITO MORENO;DESCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;1;0;2022;10;1;23;Sábado
AU PERITO MORENO;ASCENDENTE;5500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2022;10;2;1;Domingo
AU DELLEPIANE;ASCENDENTE;1100.0;BUENO;SECA;2;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;2;4;Domingo
AU PERITO MORENO;ASCENDENTE;3500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;2;18;Domingo
AU 25 DE MAYO;DESCENDENTE;1900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;10;3;9;Lunes
AU PERITO MORENO;ASCENDENTE;5600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;4;9;Martes
PASEO DEL BAJO;DIST. SUR - RAMAL 1;4254.418498168498;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2022;10;4;14;Martes
AV. LUGONES;DESCENDENTE;8300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;4;18;Martes
AV. LUGONES;DESCENDENTE;10300.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;5;4;Miércoles
AV. LUGONES;DESCENDENTE;4400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;5;9;Miércoles
AU ILLIA;DESCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;5;10;Miércoles
AU DELLEPIANE;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;5;13;Miércoles
AU DELLEPIANE;DESCENDENTE;2400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;5;13;Miércoles
AV. CANTILO;ASCENDENTE;7900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2022;10;5;16;Miércoles
AU 25 DE MAYO;ASCENDENTE;4500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;6;9;Jueves
AU 25 DE MAYO;DESCENDENTE;6100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;10;6;17;Jueves
AU DELLEPIANE;DESCENDENTE;3700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;10;7;10;Viernes
AV. CANTILO;ASCENDENTE;8200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;7;14;Viernes
AU FRONDIZI;DESCENDENTE;900.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2022;10;9;6;Domingo
AU 25 DE MAYO;ASCENDENTE;3500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;10;1;Lunes
AV. LUGONES;DESCENDENTE;9700.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2022;10;10;5;Lunes
AU DELLEPIANE;ASCENDENTE;300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;10;11;10;Martes
AU DELLEPIANE;ASCENDENTE;1000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;11;12;Martes
AV. CANTILO;ASCENDENTE;7500.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;10;11;22;Martes
AV. LUGONES;DESCENDENTE;6300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1;2022;10;12;8;Miércoles
AV. LUGONES;DESCENDENTE;7200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;12;9;Miércoles
AU FRONDIZI;ASCENDENTE;3100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2022;10;12;10;Miércoles
AV. CANTILO;ASCENDENTE;8500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;12;14;Miércoles
AU 25 DE MAYO;ASCENDENTE;8700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;12;18;Miércoles
AU 25 DE MAYO;ASCENDENTE;100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2022;10;13;7;Jueves
AV. LUGONES;DESCENDENTE;8700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;13;9;Jueves
AU 25 DE MAYO;DESCENDENTE;2400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;10;13;12;Jueves
AU 25 DE MAYO;DESCENDENTE;4600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2022;10;13;15;Jueves
AU PERITO MORENO;DESCENDENTE;400.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2022;10;13;16;Jueves
AV. LUGONES;DESCENDENTE;6100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;13;18;Jueves
AU 25 DE MAYO;DESCENDENTE;4800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;10;13;21;Jueves
AU DELLEPIANE;DESCENDENTE;1100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;14;6;Viernes
AV. CANTILO;ASCENDENTE;8800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;14;10;Viernes
AU 25 DE MAYO;DESCENDENTE;500.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0;2022;10;14;18;Viernes
AU 25 DE MAYO;DESCENDENTE;4000.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;14;23;Viernes
AU CAMPORA;ASCENDENTE;2800.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;15;22;Sábado
AV. CANTILO;ASCENDENTE;10300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;16;6;Domingo
AV. LUGONES;DESCENDENTE;8600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;16;15;Domingo
AU 25 DE MAYO;ASCENDENTE;1400.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;1;0;0;2022;10;18;9;Martes
AU FRONDIZI;ASCENDENTE;0.0;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;19;8;Miércoles
AU 25 DE MAYO;ASCENDENTE;7800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2022;10;19;22;Miércoles
AU PERITO MORENO;DESCENDENTE;4300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;20;8;Jueves
AU PERITO MORENO;DESCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;20;15;Jueves
AU FRONDIZI;ASCENDENTE;3000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;0;2022;10;20;17;Jueves
AU ILLIA;ASCENDENTE;4000.0;BUENO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;1;0;0;2022;10;21;1;Viernes
AV. LUGONES;DESCENDENTE;6000.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;22;3;Sábado
AU DELLEPIANE;DESCENDENTE;2700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2022;10;22;12;Sábado
AU ILLIA;ASCENDENTE;3400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;23;2;Domingo
AU 25 DE MAYO;ASCENDENTE;1000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;23;7;Domingo
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;24;13;Lunes
AU 25 DE MAYO;DESCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2022;10;24;18;Lunes
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2022;10;25;6;Martes
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2022;10;25;8;Martes
AU PERITO MORENO;ASCENDENTE;4000.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2022;10;26;5;Miércoles
AV. LUGONES;DESCENDENTE;4800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0;2022;10;26;10;Miércoles
AU FRONDIZI;DESCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;26;14;Miércoles
AU 25 DE MAYO;DESCENDENTE;900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;26;17;Miércoles
AV. CANTILO;ASCENDENTE;8700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2022;10;26;23;Miércoles
AU PERITO MORENO;ASCENDENTE;400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;10;27;11;Jueves
AU DELLEPIANE;ASCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;1;2022;10;27;16;Jueves
AU 25 DE MAYO;ASCENDENTE;7800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;10;27;18;Jueves
AU 25 DE MAYO;ASCENDENTE;8000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;10;28;18;Viernes
AU DELLEPIANE;ASCENDENTE;3800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;28;22;Viernes
AV. CANTILO;ASCENDENTE;9000.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;10;29;7;Sábado
AU 25 DE MAYO;DESCENDENTE;2600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;29;11;Sábado
AU ILLIA;ASCENDENTE;3700.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2022;10;29;17;Sábado
AV. LUGONES;DESCENDENTE;4700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;10;30;5;Domingo
AU 25 DE MAYO;DESCENDENTE;7900.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;30;6;Domingo
AV. LUGONES;DESCENDENTE;8900.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;10;30;12;Domingo
AU DELLEPIANE;ASCENDENTE;500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;10;31;7;Lunes
AU DELLEPIANE;ASCENDENTE;4300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2022;11;1;6;Martes
AU DELLEPIANE;ASCENDENTE;2900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;11;1;9;Martes
AU DELLEPIANE;ASCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;11;1;12;Martes
AU 25 DE MAYO;DESCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2022;11;2;7;Miércoles
AU FRONDIZI;ASCENDENTE;3200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;11;2;17;Miércoles
AU 25 DE MAYO;ASCENDENTE;100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2022;11;3;7;Jueves
AU DELLEPIANE;ASCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2022;11;3;10;Jueves
AU DELLEPIANE;ASCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2022;11;3;12;Jueves
AU DELLEPIANE;DESCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0;2022;11;3;17;Jueves
AU 25 DE MAYO;DESCENDENTE;6600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;4;0;0;2022;11;3;18;Jueves
